Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Car_Age,km/year,Brand,Model
Ahmedabad,2009,70000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,425000.0,15,4666.666666666667,Honda,Civic 2006-2010 1.8 S MT
Chennai,2014,250000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,1090000.0,10,25000.0,Toyota,Innova 2.5 GX (Diesel) 8 Seater
Delhi,2012,56000,Petrol,Manual,First,13.2,1495.0,94.0,5.0,245000.00000000003,12,4666.666666666667,Hyundai,Accent GLE
Pune,2013,30000,Petrol,Manual,First,22.74,796.0,47.3,5.0,250000.0,11,2727.2727272727275,Maruti,Alto 800 LXI
Jaipur,2013,92250,Diesel,Manual,Second,22.7,1498.0,89.84,5.0,575000.0,11,8386.363636363636,Ford,Ecosport 1.5 DV5 MT Titanium Optional
Pune,2018,40000,Petrol,Manual,First,20.14,1197.0,81.86,5.0,500000.0,6,6666.666666666667,Hyundai,Xcent 1.2 VTVT E
Kochi,2014,96848,Petrol,Automatic,First,14.3,1598.0,103.6,5.0,462000.0,10,9684.8,Skoda,Rapid 1.6 MPI AT Ambition Plus
Kolkata,2013,55886,Diesel,Manual,First,16.0,2179.0,140.0,7.0,725000.0,11,5080.545454545455,Mahindra,XUV500 W8 2WD
Kochi,2019,12336,Petrol,Manual,First,17.0,1591.0,121.3,5.0,1188000.0,5,2467.2,Hyundai,Verna VTVT 1.6 SX Option
Chennai,2009,60000,Petrol,Manual,Third,13.9,1599.0,103.2,5.0,225000.0,15,4000.0,Hyundai,Verna Xi (Petrol)
Pune,2003,83000,Petrol,Manual,Second,14.2,1597.0,92.0,5.0,85000.0,21,3952.3809523809523,Ford,Ikon 1.6 CLXI
Pune,2018,24000,Petrol,Manual,First,19.69,1198.0,67.04,5.0,400000.0,6,4000.0,Nissan,Micra Active XV
Pune,2016,32198,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,509999.99999999994,8,4024.75,Honda,Brio VX AT
Hyderabad,2014,92247,Diesel,Manual,First,12.99,2494.0,100.6,7.0,1250000.0,10,9224.7,Toyota,Innova 2.5 GX (Diesel) 7 Seater
Chennai,2011,121311,Diesel,Manual,First,20.64,1498.0,108.5,5.0,290000.0,13,9331.615384615385,Volkswagen,Vento 1.5 TDI Highline
Coimbatore,2016,66296,Diesel,Manual,First,16.0,2179.0,140.0,7.0,1596000.0,8,8287.0,Mahindra,XUV500 W10 AWD
Mumbai,2015,41000,Petrol,Automatic,First,16.9,1197.0,82.0,5.0,545000.0,9,4555.555555555556,Hyundai,Xcent 1.2 Kappa AT SX Option
Kochi,2008,43761,Petrol,Manual,First,18.0,995.0,62.0,5.0,175000.0,16,2735.0625,Chevrolet,Spark 1.0 LT
Hyderabad,2017,17400,Diesel,Manual,First,24.52,1248.0,88.5,7.0,975000.0,7,2485.714285714286,Maruti,Ertiga SHVS VDI
Bangalore,2013,61510,Diesel,Manual,First,25.8,1498.0,98.6,5.0,475000.0,11,5591.818181818182,Honda,Amaze S i-Dtech
Delhi,2014,60000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,625000.0,10,6000.0,Honda,City i VTEC S
Kochi,2016,41617,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,1414000.0,8,5202.125,Toyota,Corolla Altis 2008-2013 1.8 VL AT
Delhi,2014,65000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,1195000.0,10,6500.0,Skoda,Superb Elegance 1.8 TSI AT
Delhi,2011,68000,Petrol,Manual,First,18.9,998.0,67.1,5.0,250000.0,13,5230.7692307692305,Maruti,Wagon R LXI BS IV
Mumbai,2013,49000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,275000.0,11,4454.545454545455,Hyundai,i10 Era 1.1
Coimbatore,2019,16698,Petrol,Manual,First,23.84,1199.0,84.0,5.0,585000.0,5,3339.6,Tata,Tiago 1.2 Revotron XT Option
Ahmedabad,2016,30965,Petrol,Manual,First,21.4,1197.0,83.1,5.0,625000.0,8,3870.625,Maruti,Baleno Zeta 1.2
Mumbai,2014,56058,Petrol,Manual,First,15.04,1598.0,103.2,5.0,495000.0,10,5605.8,Volkswagen,Vento 1.6 Highline
Pune,2017,15356,Petrol,Manual,First,18.9,1197.0,81.86,5.0,475000.0,7,2193.714285714286,Hyundai,Grand i10 1.2 Kappa Sportz Option
Delhi,2013,54000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,254999.99999999997,11,4909.090909090909,Ford,Figo Diesel EXI
Pune,2011,47000,Petrol,Automatic,Second,13.9,1799.0,130.3,5.0,450000.0,13,3615.3846153846152,Honda,Civic 2010-2013 1.8 V AT Sunroof
Kochi,2015,21652,Petrol,Manual,First,22.74,796.0,47.3,5.0,301000.0,9,2405.777777777778,Maruti,Alto 800 LXI
Kolkata,2010,35010,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,1150000.0,14,2500.714285714286,Audi,A6 2.7 TDI
Hyderabad,2006,76662,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,1099000.0,18,4259.0,Mercedes-Benz,E-Class 280 CDI
Jaipur,2009,89000,Petrol,Automatic,First,17.0,1497.0,118.0,5.0,371000.0,15,5933.333333333333,Honda,City 1.5 V AT Exclusive
Jaipur,2006,80000,Petrol,Automatic,Third,10.1,2354.0,152.0,5.0,200000.0,18,4444.444444444444,Honda,CR-V 2.4 4WD AT
Kochi,2018,39023,Diesel,Manual,First,28.09,1248.0,88.5,5.0,948000.0,6,6503.833333333333,Maruti,Ciaz 1.3 Alpha
Jaipur,2004,62000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,125000.0,20,3100.0,Maruti,Wagon R LXI
Jaipur,2015,78046,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1090000.0,9,8671.777777777777,Hyundai,Creta 1.6 CRDi SX Option
Kolkata,2015,34400,Diesel,Manual,First,28.09,1248.0,88.5,5.0,550000.0,9,3822.222222222222,Maruti,Ciaz VDi Plus SHVS
Coimbatore,2016,64624,Petrol,Manual,First,21.1,814.0,55.2,5.0,371000.0,8,8078.0,Hyundai,EON D Lite Plus
Mumbai,2014,69192,Petrol,Manual,First,16.02,1373.0,93.7,7.0,625000.0,10,6919.2,Maruti,Ertiga VXI
Chennai,2012,55000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,490000.00000000006,12,4583.333333333333,Volkswagen,Vento Diesel Highline
Mumbai,2005,81000,Petrol,Manual,Second,12.8,1493.0,100.0,5.0,110000.00000000001,19,4263.1578947368425,Honda,City 1.5 GXI
Kochi,2016,36733,Petrol,Manual,First,16.47,1198.0,73.9,5.0,472000.0,8,4591.625,Volkswagen,Polo Petrol Trendline 1.2L
Kochi,2017,24310,CNG,Manual,First,33.44,796.0,40.3,4.0,370000.0,7,3472.8571428571427,Maruti,Alto 800 2016-2019 CNG LXI
Jaipur,2013,74000,Diesel,Manual,First,14.66,2199.0,194.3,7.0,1225000.0,11,6727.272727272727,Hyundai,Santa Fe 4X2
Kolkata,2014,47000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,390000.0,10,4700.0,Maruti,Swift VDI
Kochi,2017,37460,Petrol,Manual,First,18.6,1197.0,81.86,5.0,628000.0,7,5351.428571428572,Hyundai,Elite i20 Sportz Plus
Mumbai,2011,130000,Diesel,Manual,First,14.0,2498.0,112.0,8.0,275000.0,13,10000.0,Mahindra,Xylo E8 BS IV
Coimbatore,2017,31576,Petrol,Manual,First,18.9,1197.0,82.0,5.0,785000.0,7,4510.857142857143,Hyundai,Grand i10 Asta Option
Mumbai,2011,66000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,295000.0,13,5076.923076923077,Volkswagen,Vento Petrol Highline
Mumbai,2008,79000,Petrol,Automatic,Second,11.7,2354.0,177.6,5.0,484999.99999999994,16,4937.5,Honda,Accord 2.4 A/T
Bangalore,2016,93000,Diesel,Manual,First,20.5,1582.0,126.2,5.0,1080000.0,8,11625.0,Hyundai,Creta 1.6 SX Option Diesel
Hyderabad,2007,52195,Petrol,Manual,First,19.7,796.0,46.3,5.0,175000.0,17,3070.294117647059,Maruti,Alto LXI
Mumbai,2016,20003,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,1925000.0,8,2500.375,Audi,A3 35 TDI Premium
Delhi,2013,66314,Diesel,Manual,First,19.87,1461.0,83.8,5.0,550000.0,11,6028.545454545455,Renault,Duster 85PS Diesel RxL
Chennai,2009,76000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,275000.0,15,5066.666666666667,Ford,Fiesta 1.4 ZXi TDCi ABS
Bangalore,2015,29000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1300000.0,9,3222.222222222222,Hyundai,Creta 1.6 SX Plus Diesel
Mumbai,2011,30000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,320000.0,13,2307.6923076923076,Ford,Figo Diesel ZXI
Coimbatore,2013,56526,Petrol,Manual,First,15.26,1598.0,103.5,5.0,584000.0,11,5138.727272727273,Volkswagen,Polo Petrol Highline 1.6L
Chennai,2012,41000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,625000.0,12,3416.6666666666665,Hyundai,Verna SX CRDi AT
Chennai,2003,125000,Diesel,Manual,Third,14.8,1998.0,68.0,5.0,300000.0,21,5952.380952380952,Mitsubishi,Lancer GLXD
Chennai,2010,242000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,1100000.0,14,17285.714285714286,Toyota,Fortuner 3.0 Diesel
Chennai,2015,90000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,650000.0,9,10000.0,Maruti,Ciaz VDi Plus
Hyderabad,2018,11000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,940000.0,6,1833.3333333333333,Maruti,Vitara Brezza VDi Option
Pune,2013,41000,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,525000.0,11,3727.2727272727275,Volkswagen,Vento Petrol Highline AT
Chennai,2011,47000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,450000.0,13,3615.3846153846152,Hyundai,i20 1.2 Asta
Chennai,2009,110000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,1800000.0,15,7333.333333333333,BMW,X5 3.0d
Coimbatore,2015,45960,Petrol,Manual,First,19.1,1197.0,82.0,5.0,556000.0,9,5106.666666666667,Hyundai,Xcent 1.2 Kappa S
Mumbai,2011,41000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,265000.0,13,3153.846153846154,Hyundai,i10 Magna
Jaipur,2013,69573,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,585000.0,11,6324.818181818182,Hyundai,Verna 1.6 SX CRDi (O)
Chennai,2012,115000,Diesel,Manual,First,19.33,1968.0,138.1,5.0,695000.0,12,9583.333333333334,Volkswagen,Jetta 2012-2014 2.0L TDI Highline
Kolkata,2012,47629,Diesel,Manual,First,15.1,2179.0,140.0,7.0,650000.0,12,3969.0833333333335,Mahindra,XUV500 W8 2WD
Jaipur,2004,66624,Petrol,Manual,Third,19.7,796.0,35.0,8.0,85000.0,20,3331.2,Maruti,Omni 8 Seater BSII
Delhi,2013,80000,Petrol,Automatic,Second,14.67,1798.0,177.46,5.0,725000.0,11,7272.727272727273,Skoda,Superb Style 1.8 TSI AT
Pune,2012,94868,Diesel,Manual,First,22.9,1248.0,74.0,5.0,450000.0,12,7905.666666666667,Maruti,Swift VDI
Mumbai,2010,76477,Diesel,Manual,First,10.5,2179.0,120.0,8.0,425000.0,14,5462.642857142857,Mahindra,Scorpio 2.6 LX
Coimbatore,2017,28599,Diesel,Manual,First,16.55,2498.0,105.0,6.0,966000.0,7,4085.5714285714284,Mahindra,Thar CRDe
Bangalore,2013,45348,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,685000.0,11,4122.545454545455,Renault,Duster 110PS Diesel RxZ
Delhi,2013,68000,Diesel,Automatic,Second,12.39,2179.0,147.51,5.0,1575000.0,11,6181.818181818182,Land Rover,Freelander 2 SE
Pune,2012,75000,Diesel,Manual,Third,20.54,1598.0,103.6,5.0,350000.0,12,6250.0,Volkswagen,Vento Diesel Comfortline
Delhi,2006,48000,Petrol,Automatic,Second,11.62,2979.0,306.0,5.0,699000.0,18,2666.6666666666665,BMW,5 Series 2003-2012 540i Sedan
Coimbatore,2019,41871,Diesel,Manual,First,22.7,1582.0,126.2,5.0,1557000.0,5,8374.2,Hyundai,Elantra CRDi SX
Coimbatore,2015,84931,Diesel,Manual,First,15.3,2956.0,83.8,7.0,529000.0,9,9436.777777777777,Tata,Sumo EX
Kolkata,2016,15000,Petrol,Manual,First,22.7,799.0,53.64,5.0,225000.0,8,1875.0,Datsun,redi-GO T
Chennai,2002,103653,Petrol,Manual,Second,18.9,1061.0,47.0,5.0,122000.0,22,4711.5,Maruti,Alto Vxi 1.1
Chennai,2012,64806,Petrol,Manual,First,16.47,1198.0,73.9,5.0,365000.0,12,5400.5,Volkswagen,Polo Petrol Comfortline 1.2L
Pune,2016,35000,Petrol,Manual,First,20.62,1198.0,67.0,7.0,310000.0,8,4375.0,Datsun,GO Plus A
Bangalore,2016,40000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,1150000.0,8,5000.0,Hyundai,Creta 1.6 VTVT S
Kochi,2015,23876,Petrol,Manual,First,24.07,998.0,67.1,5.0,346000.0,9,2652.8888888888887,Maruti,Alto K10 VXI
Coimbatore,2013,67901,Diesel,Manual,First,14.66,2199.0,194.3,7.0,838000.0000000001,11,6172.818181818182,Hyundai,Santa Fe 4X4
Pune,2014,68865,Diesel,Manual,First,15.11,1598.0,103.6,5.0,480000.0,10,6886.5,Volkswagen,Polo GT TDI
Pune,2014,71000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,450000.0,10,7100.0,Honda,Amaze S i-Dtech
Kolkata,2014,25000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,395000.0,10,2500.0,Maruti,Swift VDI
Hyderabad,2012,180000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,365000.0,12,15000.0,Skoda,Rapid 1.6 TDI Ambition
Mumbai,2005,131000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,1000000.0,19,6894.736842105263,Mercedes-Benz,E-Class 280 CDI
Delhi,2011,65000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,400000.0,13,5000.0,Mahindra,Scorpio SLE BSIV
Hyderabad,2012,117777,Diesel,Manual,First,21.64,1461.0,84.8,5.0,475000.0,12,9814.75,Nissan,Sunny 2011-2014 Diesel XL
Bangalore,2009,65000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,310000.0,15,4333.333333333333,Maruti,Swift Dzire VXi
Kochi,2017,46897,Petrol,Manual,First,21.1,814.0,55.2,5.0,361000.0,7,6699.571428571428,Hyundai,EON Sportz
Coimbatore,2015,36695,Petrol,Manual,First,19.4,1198.0,86.8,5.0,429000.0,9,4077.222222222222,Honda,Brio S MT
Kolkata,2011,43000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,213000.0,13,3307.6923076923076,Nissan,Micra XV Primo
Mumbai,2008,54000,Petrol,Manual,First,19.7,796.0,46.3,5.0,110000.00000000001,16,3375.0,Maruti,Alto LXi BSII
Hyderabad,2011,89000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,1395000.0,13,6846.153846153846,BMW,3 Series 320d
Mumbai,2014,7000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,535000.0,10,700.0,Volkswagen,Polo 1.2 MPI Highline
Hyderabad,2014,58470,Petrol,Manual,First,23.1,998.0,67.04,5.0,390000.0,10,5847.0,Maruti,Celerio LXI
Kolkata,2014,37000,Petrol,Manual,First,21.5,1197.0,81.8,5.0,280000.0,10,3700.0,Maruti,Wagon R VXI 1.2
Mumbai,2016,29000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,875000.0,8,3625.0,Maruti,Ciaz ZDi Plus
Hyderabad,2013,52000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,1950000.0,11,4727.272727272727,Audi,A4 2.0 TDI
Kolkata,2013,32807,Petrol,Manual,First,19.4,1198.0,86.8,5.0,275000.0,11,2982.4545454545455,Honda,Brio S MT
Hyderabad,2013,86000,Diesel,Automatic,First,11.79,2179.0,120.0,8.0,800000.0,11,7818.181818181818,Mahindra,Scorpio VLX 2WD AT BSIV
Delhi,2014,66500,Diesel,Manual,First,26.0,1498.0,98.6,5.0,570000.0,10,6650.0,Honda,City i DTEC V
Ahmedabad,2012,94000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,1250000.0,12,7833.333333333333,BMW,X1 sDrive20d
Chennai,2011,29000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,175000.0,13,2230.769230769231,Chevrolet,Spark 1.0 LT
Chennai,2010,107389,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,190000.0,14,7670.642857142857,Ford,Figo Diesel EXI
Ahmedabad,2015,36100,Petrol,Manual,First,20.4,1197.0,81.8,5.0,450000.0,9,4011.1111111111113,Maruti,Swift VXI BSIV
Hyderabad,2014,36000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,1600000.0,10,3600.0,Skoda,Octavia Elegance 2.0 TDI AT
Jaipur,2015,54680,Petrol,Manual,First,21.1,814.0,55.2,5.0,250000.0,9,6075.555555555556,Hyundai,EON Era Plus
Kochi,2017,23977,Petrol,Manual,First,18.16,1196.0,86.8,5.0,538000.0,7,3425.285714285714,Ford,Figo 2015-2019 1.2P Titanium MT
Hyderabad,2013,30131,Petrol,Manual,First,20.92,998.0,67.1,5.0,265000.0,11,2739.181818181818,Maruti,Alto K10 2010-2014 VXI
Hyderabad,2017,2530,Petrol,Manual,First,24.7,796.0,47.3,5.0,330000.0,7,361.42857142857144,Maruti,Alto 800 2016-2019 VXI
Chennai,2001,140000,Petrol,Manual,Third,20.3,1086.0,68.0,5.0,70000.0,23,6086.95652173913,Hyundai,Santro D Lite
Kochi,2017,32257,Diesel,Manual,First,24.4,1120.0,71.0,5.0,683000.0,7,4608.142857142857,Hyundai,Xcent 1.1 CRDi S
Kochi,2016,46983,Diesel,Manual,First,25.8,1498.0,98.6,5.0,577000.0,8,5872.875,Honda,Amaze S i-Dtech
Chennai,2008,107000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,310000.0,16,6687.5,Maruti,Swift Vdi BSIII
Mumbai,2017,19000,Petrol,Manual,First,16.2,1199.0,74.0,5.0,495000.0,7,2714.285714285714,Volkswagen,Polo 1.2 MPI Comfortline
Bangalore,2013,88000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,1625000.0,11,8000.0,Audi,A4 2.0 TDI 177 Bhp Premium Plus
Chennai,2011,128000,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,640000.0,13,9846.153846153846,Mahindra,XUV500 W8 2WD
Bangalore,2011,71000,Diesel,Manual,Third,13.1,2499.0,141.0,7.0,695000.0,13,5461.538461538462,Ford,Endeavour 2.5L 4X2
Kolkata,2008,50000,Diesel,Manual,First,17.2,1396.0,53.5,5.0,85000.0,16,3125.0,Tata,Indica V2 DLX
Chennai,2016,16000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,695000.0,8,2000.0,Maruti,Baleno Alpha
Kolkata,2017,82000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,345000.0,7,11714.285714285714,Hyundai,Xcent 1.1 CRDi Base
Delhi,2008,80000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,275000.0,16,5000.0,Honda,Civic 2006-2010 1.8 S MT
Delhi,2015,36000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,495000.0,9,4000.0,Hyundai,i20 Sportz Option 1.2
Coimbatore,2018,17477,Petrol,Manual,First,17.0,1198.0,108.5,5.0,961999.9999999999,6,2912.8333333333335,Tata,Nexon 1.2 Revotron XZ Plus
Coimbatore,2016,16725,Petrol,Manual,First,18.6,1197.0,81.83,5.0,679000.0,8,2090.625,Hyundai,i20 Sportz 1.2
Mumbai,2014,48241,Petrol,Manual,First,19.1,1197.0,85.8,5.0,450000.0,10,4824.1,Maruti,Swift Dzire ZXI
Kochi,2014,52431,Petrol,Manual,First,22.5,998.0,67.04,5.0,301000.0,10,5243.1,Maruti,Wagon R LXI
Bangalore,2012,68000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,440000.00000000006,12,5666.666666666667,Hyundai,i20 Sportz 1.4 CRDi
Hyderabad,2012,158000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,1748999.9999999998,12,13166.666666666666,Toyota,Fortuner 4x2 AT
Coimbatore,2014,31446,Petrol,Manual,First,20.36,1197.0,78.9,5.0,466000.0,10,3144.6,Hyundai,i10 Sportz
Chennai,2015,25000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,550000.0,9,2777.777777777778,Hyundai,Grand i10 Asta
Ahmedabad,2016,57000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,600000.0,8,7125.0,Hyundai,i20 Asta 1.2
Kochi,2018,57078,Diesel,Manual,First,24.3,1248.0,88.5,5.0,1019000.0,6,9513.0,Maruti,Vitara Brezza ZDi Plus
Kochi,2016,47471,Diesel,Manual,First,25.8,1498.0,98.6,5.0,525000.0,8,5933.875,Honda,Amaze S i-Dtech
Ahmedabad,2010,62000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,270000.0,14,4428.571428571428,Hyundai,i20 Sportz Diesel
Coimbatore,2013,65807,Petrol,Manual,First,19.81,1086.0,68.05,5.0,339000.0,11,5982.454545454545,Hyundai,i10 Era
Hyderabad,2014,81768,Diesel,Manual,First,26.59,1248.0,74.0,5.0,569000.0,10,8176.8,Maruti,Swift Dzire VDI
Hyderabad,2017,24000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,840000.0,7,3428.5714285714284,Maruti,Baleno Alpha Diesel
Hyderabad,2012,72921,Diesel,Manual,First,25.44,936.0,57.6,5.0,250000.0,12,6076.75,Chevrolet,Beat Diesel
Pune,2012,59000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,325000.0,12,4916.666666666667,Honda,Brio V MT
Mumbai,2014,33000,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,325000.0,10,3300.0,Ford,Figo Diesel Titanium
Pune,2016,36789,Petrol,Automatic,First,23.1,998.0,67.04,5.0,425000.0,8,4598.625,Maruti,Celerio VXI AT
Jaipur,2014,41000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,1850000.0,10,4100.0,Mercedes-Benz,New C-Class C 220 CDI Elegance AT
Jaipur,2015,46650,Petrol,Manual,First,19.4,1198.0,86.8,5.0,425000.0,9,5183.333333333333,Honda,Brio S MT
Mumbai,2018,3000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,885000.0,6,500.0,Maruti,Baleno Alpha CVT
Coimbatore,2014,14799,Petrol,Manual,First,21.1,814.0,55.2,5.0,413999.99999999994,10,1479.9,Hyundai,EON Sportz
Mumbai,2011,44000,Electric,Automatic,First,,1798.0,73.0,5.0,1275000.0,13,3384.6153846153848,Toyota,Prius 2009-2016 Z4
Hyderabad,2015,68525,Diesel,Manual,First,23.0,1396.0,90.0,5.0,700000.0,9,7613.888888888889,Hyundai,i20 1.4 CRDi Sportz
Ahmedabad,2017,29000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,1000000.0,7,4142.857142857143,Honda,City i-VTEC VX
Kochi,2012,77407,Diesel,Manual,Second,21.5,1248.0,88.8,5.0,353000.0,12,6450.583333333333,Maruti,SX4 ZDI
Jaipur,2007,118000,Petrol,Manual,First,12.9,1598.0,102.5,5.0,135000.0,17,6941.176470588235,Chevrolet,Optra Magnum 1.6 LS Petrol
Delhi,2013,75000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,450000.0,11,6818.181818181818,Volkswagen,Vento Diesel Highline
Pune,2012,69000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,490000.00000000006,12,5750.0,Honda,City V MT
Kochi,2016,52553,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1226000.0,8,6569.125,Hyundai,Creta 1.6 CRDi SX Option
Mumbai,2014,58000,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,399000.0,10,5800.0,Hyundai,Xcent 1.1 CRDi SX
Hyderabad,2015,65542,Diesel,Manual,First,20.0,1399.0,68.0,5.0,380000.0,9,7282.444444444444,Ford,Figo Diesel EXI
Ahmedabad,2013,68008,Diesel,Manual,Second,15.0,1896.0,105.0,5.0,675000.0,11,6182.545454545455,Volkswagen,Jetta 2007-2011 2.0 TDI Trendline
Coimbatore,2017,22251,Diesel,Manual,First,18.49,1493.0,100.0,7.0,875000.0,7,3178.714285714286,Mahindra,TUV 300 2015-2019 T8
Chennai,2013,55000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,520000.0,11,5000.0,Ford,Ecosport 1.5 Ti VCT MT Titanium
Kochi,2017,19387,Petrol,Manual,First,17.1,1591.0,121.3,5.0,842000.0,7,2769.5714285714284,Hyundai,Verna 1.6 SX VTVT (O)
Pune,2014,58000,CNG,Manual,First,26.6,998.0,58.16,5.0,300000.0,10,5800.0,Maruti,Wagon R LXI CNG
Mumbai,2016,24001,Petrol,Manual,First,18.6,1197.0,81.83,5.0,575000.0,8,3000.125,Hyundai,i20 Sportz 1.2
Kolkata,2008,17000,Diesel,Automatic,First,15.2,1968.0,140.8,5.0,975000.0,16,1062.5,Audi,A4 New 2.0 TDI Multitronic
Delhi,2015,28500,Petrol,Manual,First,19.49,1198.0,67.04,5.0,350000.0,9,3166.6666666666665,Nissan,Micra Active XV S
Coimbatore,2018,44383,Petrol,Manual,First,15.8,1591.0,121.3,5.0,1325000.0,6,7397.166666666667,Hyundai,Creta 1.6 SX Option Executive
Mumbai,2013,45000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,365000.0,11,4090.909090909091,Skoda,Rapid 1.6 TDI Active
Jaipur,2015,58000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,525000.0,9,6444.444444444444,Maruti,Swift Dzire VDI
Delhi,2016,69000,Petrol,Manual,First,15.8,1591.0,121.3,5.0,969999.9999999999,8,8625.0,Hyundai,Creta 1.6 SX
Coimbatore,2017,60993,Diesel,Manual,First,24.0,1120.0,70.0,5.0,521000.0,7,8713.285714285714,Hyundai,Grand i10 CRDi Sportz
Pune,2016,67000,Diesel,Manual,First,18.49,1493.0,100.0,7.0,630000.0,8,8375.0,Mahindra,TUV 300 T8
Kochi,2014,51134,Diesel,Manual,First,24.0,1120.0,70.0,5.0,472000.0,10,5113.4,Hyundai,Grand i10 CRDi Sportz
Coimbatore,2018,25082,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,836999.9999999999,6,4180.333333333333,Maruti,Dzire AMT VDI
Delhi,2012,68350,Diesel,Manual,First,12.55,2982.0,168.5,7.0,1400000.0,12,5695.833333333333,Toyota,Fortuner 4x4 MT
Pune,2015,97000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,640000.0,9,10777.777777777777,Honda,Jazz 1.5 V i DTEC
Jaipur,2014,72618,Diesel,Manual,First,12.05,2179.0,120.0,7.0,800000.0,10,7261.8,Mahindra,Scorpio 2009-2014 VLX 2WD 7S BSIV
Hyderabad,2012,62005,Diesel,Manual,First,18.3,1991.0,147.9,5.0,980000.0000000001,12,5167.083333333333,Chevrolet,Cruze LTZ
Hyderabad,2012,61250,Diesel,Manual,First,25.44,936.0,57.6,5.0,270000.0,12,5104.166666666667,Chevrolet,Beat Diesel LT
Kochi,2018,21488,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,972000.0000000001,6,3581.3333333333335,Skoda,Rapid 1.6 MPI AT Style
Pune,2014,197000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,500000.0,10,19700.0,Maruti,Swift Dzire VDI
